,20161203,,,,,,,,,,,,ASN00007181,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,ASN00060122,PRCP,0.0,a,,,,
,20161203,,,H,,,,,,,,,USR0000HMRG,TMAX,278.0,U,,,,
,20161203,,,,,,,,,,,,USW00004725,WSF2,94.0,W,,,,
,20161203,,,,,,800.0,,,,,,USC00354776,TMAX,33.0,7,,,,
,20161203,,,,,,700.0,,,,,,USC00034562,PRCP,13.0,7,,,,
,20161203,,,,,,,,,,,,CA006144478,TMIN,15.0,C,,,,
,20161203,,,H,,,,,,,,,USR0000OPAT,TMIN,39.0,U,,,,
,20161203,,,,,,,,,,,,USS0045P03S,TMAX,-221.0,T,,,,
,20161203,,,B,,,,,,,,,RSM00031054,PRCP,8.0,S,,,,
,20161203,,,,,,,,,,,,USW00025379,PRCP,423.0,R,,,,
,20161203,,,,,,800.0,,,,,,USC00413954,TMAX,117.0,7,,,,
,20161203,,,,,,,,,,,,USS0007H03S,PRCP,25.0,T,,,,
,20161203,,,,,,,,,,,,US1MABA0014,PRCP,0.0,N,,,,
,20161203,,,H,,,,,,,,,KZ000036177,TAVG,-104.0,S,,,,
,20161203,,,,,,,,,,,,US1NJMS0061,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,USS0005K21S,PRCP,25.0,T,,,,
,20161203,,,,,,,,,,,,US1NMDA0085,PRCP,18.0,N,,,,
,20161203,,,,,,2400.0,,,,,,USW00003940,TMAX,117.0,W,,,,
,20161203,,,,,,,,,,,,USC00476390,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,US1AZMR0035,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,ASN00018079,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,USR0000OHOR,TAVG,18.0,U,,,,
,20161203,,,,,,1700.0,,,,,,USC00253652,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,USC00317486,SNWD,0.0,7,,,,
,20161203,,,,,,,,,,,,USC00428973,SNWD,25.0,7,,,,
,20161203,,,,,,,,,,,,USS0010G22S,PRCP,51.0,T,,,,
,20161203,,,,,,,,,,,,US1NHGR0011,PRCP,3.0,N,,,,
,20161203,,,,,,,,,,,,US1NCDV0003,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,USW00094276,WSF2,58.0,W,,,,
,20161203,,,,,,700.0,,,,,,USC00034185,PRCP,30.0,7,,,,
,20161203,,,,,,,,,,,,USW00012888,AWND,42.0,W,,,,
,20161203,,,,,,800.0,,,,,,USC00214652,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,USS0014E04S,TMAX,2.0,T,,,,
,20161203,,,,,,,,,,,,ITM00016253,TMAX,158.0,S,,,,
,20161203,,,H,,,,,,,,,CHM00056079,TAVG,-82.0,S,,,,
,20161203,,,,,,,,,,,,USC00049742,SNOW,0.0,7,,,,
,20161203,,,H,,,,,,,,,USR0000AWON,TMIN,-289.0,U,,,,
,20161203,,,,,,800.0,,,,,,USC00200106,PRCP,0.0,7,,,,
,20161203,,,H,,,,,,,,,JA000047409,TAVG,30.0,S,,,,
,20161203,,,,,,,,,,,,USW00004847,WDF5,280.0,W,,,,
,20161203,,,,,,,,,,,,CA008204700,TAVG,51.0,C,,,,
,20161203,,,,,,,,,,,,ASN00090006,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,US1TNPM0038,SNOW,0.0,N,,,,
,20161203,,,,,,700.0,,,,,,USC00294960,TOBS,-94.0,7,,,,
,20161203,,,,,,,,,,,,FIE00144577,PRCP,0.0,E,,,,
,20161203,,,,,,,,,,,,ASN00004083,TMAX,329.0,a,,,,
,20161203,,,,,,,,,,,,USR0000OGRM,TAVG,16.0,U,,,,
,20161203,,,H,,,,,,,,,SAM00040439,TAVG,235.0,S,,,,
,20161203,,,,,,,,,,,,NOE00110276,SNWD,80.0,E,,,,
,20161203,,,,,,,,,,,,SF004322370,TMAX,403.0,S,,,,
,20161203,,,,,,,,,,,,CA002201450,TMAX,-168.0,C,,,,
,20161203,,,,,,,,,,,,ASN00044026,PRCP,0.0,a,,,,
,20161203,,,H,I,,,,,,,,USR0000AHON,TMAX,22.0,U,,,,
,20161203,,,,,,,,,,,,USW00012960,SNWD,0.0,W,,,,
,20161203,,,,,,1600.0,,,,,,USC00046624,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,USW00093808,AWND,14.0,W,,,,
,20161203,,,,,,,,,,,,US1GARB0001,SNOW,0.0,N,,,,
,20161203,,,,,,1600.0,,,,,,USC00250030,SNWD,0.0,7,,,,
,20161203,,,,,,,,,,,,USR0000CDRA,TAVG,-52.0,U,,,,
,20161203,,,,,,,,,,,,US1CHARM176,SNOW,0.0,N,,,,
,20161203,,,,,,800.0,,,,,,USC00134502,SNWD,0.0,7,,,,
,20161203,,,,,,800.0,,,,,,USC00046399,PRCP,0.0,7,,,,
,20161203,,,,,,700.0,,,,,,USC00409434,TMAX,133.0,7,,,,
,20161203,,,,,,700.0,,,,,,USC00212721,PRCP,0.0,7,,,,
,20161203,,,B,,,,,,,,,RSM00029636,PRCP,0.0,S,,,,
,20161203,,,,,,900.0,,,,,,USC00049742,TOBS,94.0,7,,,,
,20161203,,,,,,,,,,,,RSM00022676,TMIN,-131.0,S,,,,
,20161203,,,,,,,,,,,,USS0015J06S,SNWD,279.0,T,,,,
,20161203,,,,,,800.0,,,,,,USC00455086,TOBS,67.0,7,,,,
,20161203,,,,,,,,,,,,CA001184791,TMIN,-68.0,C,,,,
,20161203,,,,,,,,,,,,USC00418323,SNWD,0.0,7,,,,
,20161203,,,H,,,,,,,,,USW00012834,TAVG,162.0,S,,,,
,20161203,,,,,,800.0,,,,,,USC00413873,TOBS,106.0,7,,,,
,20161203,,,,,,700.0,,,,,,USC00055706,TMAX,-33.0,7,,,,
,20161203,,,,,,1700.0,,,,,,USC00046370,TOBS,111.0,7,,,,
,20161203,,,,,,,,,,,,USW00024127,SNOW,0.0,W,,,,
,20161203,,,,,,,,,,,,CHM00051156,TMIN,-86.0,S,,,,
,20161203,,,,,,2400.0,,,,,,USC00215598,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,NLE00109194,SNWD,0.0,E,,,,
,20161203,,,,,,800.0,,,,,,USC00402989,TMIN,17.0,7,,,,
,20161203,,,,,,,,,,,,US1CADN0008,PRCP,0.0,N,,,,
,20161203,,,,,,800.0,,,,,,USC00429717,TMIN,-72.0,7,,,,
,20161203,,,,,,,,,,,,CA001011500,SNOW,0.0,C,,,,
,20161203,,,,,,,,,,,,USS0010J52S,TMIN,-169.0,T,,,,
,20161203,,,,,,,,,,,,USW00024160,WSF2,103.0,W,,,,
,20161203,,,,,,700.0,,,,,,USC00280927,SNWD,0.0,7,,,,
,20161203,,,B,,,,,,,,,RSM00032128,PRCP,0.0,S,,,,
,20161203,,,,,,,,,,,,RSM00026389,TMIN,-70.0,S,,,,
,20161203,,,,,,,,,,,,IN006011400,TMIN,92.0,S,,,,
,20161203,,,,,,800.0,,,,,,USC00411250,PRCP,183.0,7,,,,
,20161203,,,,,,,,,,,,USC00132236,SNOW,0.0,7,,,,
,20161203,,,,,,1800.0,,,,,,USC00394516,TMAX,72.0,7,,,,
,20161203,,,,,,,,,,,,US1TXHDS030,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,USC00043939,SNOW,0.0,7,,,,
,20161203,,,,,,,,,,,,ASN00085283,TMIN,54.0,a,,,,
,20161203,,,,,,700.0,,,,,,USC00013645,TOBS,44.0,7,,,,
,20161203,,,,,,,,,,,,RSM00026059,SNWD,89.0,S,,,,
,20161203,,,,,,700.0,,,,,,USC00141266,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,USW00004725,WT01,1.0,W,,,,
,20161203,,,,,,,,,,,,USS0009E08S,WESD,508.0,T,,,,
,20161203,,,H,,,,,,,,,USR0000SBEA,TMAX,0.0,U,,,,
,20161203,,,T,,,,,,,,,US1MNSE0002,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,DA000032020,TMIN,26.0,S,,,,
,20161203,,,H,,,,,,,,,USR0000HPTK,TMIN,83.0,U,,,,
,20161203,,,H,,,,,,,,,SP000004452,TAVG,131.0,S,,,,
,20161203,,,,,,,,,,,,US1NYTG0015,SNWD,25.0,N,,,,
,20161203,,,,,,,,,,,,US1SCLX0097,PRCP,0.0,N,,,,
,20161203,,,,,,600.0,,,,,,USW00026529,SNWD,102.0,7,,,,
,20161203,,,,,,800.0,,,,,,USC00105716,TMAX,-17.0,7,,,,
,20161203,,,,,,,,,,,,US1SCYR0007,PRCP,0.0,N,,,,
,20161203,,,,,,1600.0,,,,,,USC00248415,TMAX,50.0,7,,,,
,20161203,,,,,,800.0,,,,,,USC00409709,TOBS,44.0,7,,,,
,20161203,,,,,,,,,,,,USC00335505,SNWD,0.0,7,,,,
,20161203,,,T,,,,,,,,,US1WIPC0010,SNOW,0.0,N,,,,
,20161203,,,,,,2400.0,,,,,,FMC00914761,PRCP,48.0,7,,,,
,20161203,,,,,,,,,,,,USS0021A36S,TMAX,-11.0,T,,,,
,20161203,,,,,,,,,,,,USS0006M21S,WESD,381.0,T,,,,
,20161203,,,,,,,,,,,,USW00023065,WSF5,81.0,W,,,,
,20161203,,,,,,,,,,,,US1NMBR0004,SNOW,18.0,N,,,,
,20161203,,,,,,,,,,,,US1UTSL0018,SNOW,0.0,N,,,,
,20161203,,,,,,800.0,,,,,,USC00141522,PRCP,13.0,7,,,,
,20161203,,,,,,,,,,,,US1CABT0032,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,KZ000035416,TMAX,-10.0,S,,,,
,20161203,,,,,,800.0,,,,,,USC00486440,PRCP,8.0,7,,,,
,20161203,,,B,,,,,,,,,RSM00037054,PRCP,0.0,S,,,,
,20161203,,,,,,800.0,,,,,,USC00233568,TMIN,-50.0,7,,,,
,20161203,,,,,,,,,,,,USS0015N10S,AWND,2.0,T,,,,
,20161203,,,,,,,,,,,,ASN00040868,PRCP,0.0,a,,,,
,20161203,,,,,,700.0,,,,,,USC00144712,TMIN,-89.0,7,,,,
,20161203,,,,,,,,,,,,USW00094720,PGTM,936.0,W,,,,
,20161203,,,,,,,,,,,,US1ORUN0001,PRCP,36.0,N,,,,
,20161203,,,,,,,,,,,,US1CARV0036,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,US1TXGS0037,PRCP,310.0,N,,,,
,20161203,,,,,,,,,,,,US1TXCML135,PRCP,808.0,N,,,,
,20161203,,,,,,,,,,,,USC00369823,TMAX,39.0,7,,,,
,20161203,,,,,,,,,,,,CA1SK000116,SNOW,8.0,N,,,,
,20161203,,,H,,,,,,,,,RSM00026477,TAVG,-41.0,S,,,,
,20161203,,,,,,,,,,,,USC00142881,SNOW,0.0,7,,,,
,20161203,,,,,,,,,,,,USW00053150,TMAX,120.0,R,,,,
,20161203,,,,,,700.0,,,,,,USC00055402,TMIN,-89.0,7,,,,
,20161203,,,,,,800.0,,,,,,USC00256336,SNWD,0.0,7,,,,
,20161203,,,,,,,,,,,,US1NYWR0003,PRCP,3.0,N,,,,
,20161203,,,,,,,,,,,,USR0000MLIT,TAVG,18.0,U,,,,
,20161203,,,,,,,,,,,,USS0011E31S,WESD,686.0,T,,,,
,20161203,,,,,,,,,,,,USC00419504,SNOW,0.0,7,,,,
,20161203,,,,,,,,,,,,US1KSCF0003,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,ASN00015528,TMAX,365.0,a,,,,
,20161203,,,,,,800.0,,,,,,USC00111302,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,USC00414278,SNWD,0.0,7,,,,
,20161203,,,,,,,,,,,,CA003031875,WSFG,390.0,C,,,,
,20161203,,,,,,,,,,,,US1TXBLC012,PRCP,307.0,N,,,,
,20161203,,,,,,,,,,,,USS0010S01S,TAVG,27.0,T,,,,
,20161203,,,,,,,,,,,,USW00003893,TMAX,56.0,W,,,,
,20161203,,,,,,,,,,,,USS0006H20S,TMIN,-162.0,T,,,,
,20161203,,,,,,2400.0,,,,,,USC00457941,TOBS,22.0,7,,,,
,20161203,,,,,,,,,,,,US1NJMS0035,SNOW,0.0,N,,,,
,20161203,,,T,,,,,,,,,USC00251361,SNOW,0.0,7,,,,
,20161203,,,,,,900.0,,,,,,USC00502107,PRCP,36.0,7,,,,
,20161203,,,,,,,,,,,,US1TXWM0195,PRCP,208.0,N,,,,
,20161203,,,,,,,,,,,,US1NMLN0014,SNWD,56.0,N,,,,
,20161203,,,,,,700.0,,,,,,USC00368668,PRCP,0.0,7,,,,
,20161203,,,,,,700.0,,,,,,USC00361480,TMIN,6.0,7,,,,
,20161203,,,,,,2400.0,,,,,,USC00340338,TMAX,56.0,7,,,,
,20161203,,,,,,2400.0,,,,,,USW00014820,PRCP,0.0,W,,,,
,20161203,,,,,,,,,,,,CA007054096,PRCP,33.0,C,,,,
,20161203,,,,,,,,,,,,USW00093193,WSF5,40.0,W,,,,
,20161203,,,,,,,,,,,,ASN00094195,TMAX,164.0,a,,,,
,20161203,,,,,,,,,,,,RSM00029282,TMIN,-297.0,S,,,,
,20161203,,,,,,2400.0,,,,,,USW00094989,TMAX,44.0,W,,,,
,20161203,,,,,,,,,,,,USC00430193,SNOW,79.0,7,,,,
,20161203,,,,,,,,,,,,USC00121739,SNOW,0.0,7,,,,
,20161203,,,,,,,,,,,,USW00024221,WDF5,180.0,W,,,,
,20161203,,,,,,,,,,,,USS0010R04S,SNWD,127.0,T,,,,
,20161203,,,,,,,,,,,,SWE00140566,SNWD,450.0,E,,,,
,20161203,,,,,,,,,,,,USW00093073,WSF5,58.0,W,,,,
,20161203,,,,,,800.0,,,,,,USC00168923,TMAX,200.0,H,,,,
,20161203,,,,,,,,,,,,CA007077571,TMAX,-14.0,C,,,,
,20161203,,,,,,,,,,,,USS0015h07S,WESD,102.0,T,,,,
,20161203,,,,,,700.0,,,,,,USC00446161,TMIN,6.0,7,,,,
,20161203,,,,,,,,,,,,USC00413828,SNWD,0.0,7,,,,
,20161203,,,,,,,,,,,,NOE00133774,TMIN,-31.0,E,,,,
,20161203,,,,,,,,,,,,ASN00033008,PRCP,0.0,a,,,,
,20161203,,,,,,1900.0,,,,,,USC00050214,SNWD,51.0,7,,,,
,20161203,,,,,,,,,,,,ASN00048079,PRCP,0.0,a,,,,
,20161203,,,H,,,,,,,,,TH000048462,TAVG,277.0,S,,,,
,20161203,,,,,,,,,,,,USR0000CEAG,TAVG,95.0,U,,,,
,20161203,,,,,,,,,,,,US1WAKG0065,PRCP,46.0,N,,,,
,20161203,,,,,,,,,,,,SWE00140210,SNWD,80.0,E,,,,
,20161203,,,,,,,,,,,,US1MIWS0007,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,USS0007K11S,TMIN,-177.0,T,,,,
,20161203,,,,,,800.0,,,,,,USC00216287,SNWD,0.0,7,,,,
,20161203,,,,,,2400.0,,,,,,USW00013722,TMAX,122.0,W,,,,
,20161203,,,,,,,,,,,,US1ALEL0004,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,US1FLPB0013,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,US1CAYL0010,PRCP,0.0,N,,,,
,20161203,,,,,,2400.0,,,,,,USW00094702,PRCP,0.0,W,,,,
,20161203,,,,,,,,,,,,CA003064528,TAVG,-16.0,C,,,,
,20161203,,,,,,,,,,,,USC00132110,SNOW,0.0,7,,,,
,20161203,,,,,,,,,,,,USR0000OEAG,TAVG,77.0,U,,,,
,20161203,,,,,,,,,,,,US1CASN0061,PRCP,0.0,N,,,,
,20161203,,,,,,700.0,,,,,,USC00034638,TOBS,78.0,7,,,,
,20161203,,,,,,,,,,,,CA007044328,WSFG,0.0,C,,,,
,20161203,,,,,,830.0,,,,,,USC00472839,SNWD,0.0,7,,,,
,20161203,,,,,,,,,,,,USC00283151,SNOW,0.0,7,,,,
,20161203,,,,,,,,,,,,USC00215989,SNOW,0.0,7,,,,
,20161203,,,,,,,,,,,,USR0000MLTT,TAVG,-39.0,U,,,,
,20161203,,,,,,600.0,,,,,,USC00481165,TMAX,33.0,7,,,,
,20161203,,,,,,,,,,,,ASN00022049,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,NLE00109306,SNWD,0.0,E,,,,
,20161203,,,H,,,,,,,,,USR0000I3MI,TMAX,-67.0,U,,,,
,20161203,,,,,,,,,,,,USS0023B16S,TAVG,8.0,T,,,,
,20161203,,,,,,,,,,,,US1WIWK0016,PRCP,0.0,N,,,,
,20161203,,,B,,,,,,,,,MG000044212,PRCP,20.0,S,,,,
,20161203,,,,,,,,,,,,ASN00084148,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,USW00003811,SNWD,0.0,W,,,,
,20161203,,,,,,700.0,,,,,,USC00256290,TOBS,-33.0,7,,,,
,20161203,,,,,,,,,,,,IDM00097086,TMAX,318.0,S,,,,
,20161203,,,,,,,,,,,,US1MDBL0013,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,USC00481142,SNOW,13.0,7,,,,
,20161203,,,,,,,,,,,,USC00252065,SNOW,0.0,7,,,,
,20161203,,,,,,,,,,,,US1KSCA0007,PRCP,18.0,N,,,,
,20161203,,,,,,700.0,,,,,,USC00467029,TMIN,-11.0,7,,,,
,20161203,,,,,,,,,,,,US1SCRC0012,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,CA006111792,TAVG,26.0,C,,,,
,20161203,,,,,,800.0,,,,,,USC00056816,TMIN,-89.0,7,,,,
,20161203,,,,,,,,,,,,US1OHPB0004,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,USS0021B13S,SNWD,635.0,T,,,,
,20161203,,,,,,700.0,,,,,,USC00217405,SNWD,0.0,7,,,,
,20161203,,,,,,,,,,,,USC00311248,SNOW,0.0,7,,,,
,20161203,,,H,,,,,,,,,RSM00023955,TAVG,-224.0,S,,,,
,20161203,,,,,,,,,,,,US1AZYV0061,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,ASN00047040,PRCP,0.0,a,,,,
,20161203,,,,,,800.0,,,,,,USC00472055,SNWD,0.0,7,,,,
,20161203,,,,,,,,,,,,USW00026410,WSF5,112.0,W,,,,
,20161203,,,,,,,,,,,,USS0006J01S,WSFI,7.0,T,,,,
,20161203,,,,,,,,,,,,USS0023G15S,PRCP,0.0,T,,,,
,20161203,,,,,,,,,,,,US1TNGY0008,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,USC00237452,SNWD,0.0,7,,,,
,20161203,,,,,,,,,,,,USS0014F08S,PRCP,0.0,T,,,,
,20161203,,,,,,,,,,,,CA005013117,SNWD,150.0,C,,,,
,20161203,,,,,,,,,,,,NLE00109182,SNWD,0.0,E,,,,
,20161203,,,,,,700.0,,,,,,USC00364896,TMIN,50.0,7,,,,
,20161203,,,,,,,,,,,,US1NCCR0049,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,US1INSJ0058,PRCP,5.0,N,,,,
,20161203,,,T,,,,,,,,,US1OHRC0003,PRCP,0.0,N,,,,
,20161203,,,,,,2400.0,,,,,,USC00474174,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,US1SCSL0006,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,ASN00016047,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,IN011330900,TMIN,144.0,S,,,,
,20161203,,,,,,,,,,,,JMM00078397,TMAX,326.0,S,,,,
,20161203,,,,,,,,,,,,USW00014745,WDF5,300.0,W,,,,
,20161203,,,,,,,,,,,,USW00003928,WT01,1.0,W,,,,
,20161203,,,,,,1600.0,,,,,,USC00429165,SNWD,25.0,7,,,,
,20161203,,,,,,800.0,,,,,,USC00207222,TMIN,-6.0,7,,,,
,20161203,,,,,,,,,,,,USS0005N23S,TMIN,-185.0,T,,,,
,20161203,,,,,,,,,,,,USS0020A09S,TAVG,-13.0,T,,,,
,20161203,,,,,,,,,,,,USR0000ASMI,TAVG,101.0,U,,,,
,20161203,,,,,,,,,,,,ARM00087289,PRCP,5.0,S,,,,
,20161203,,,,,,,,,,,,USC00248858,SNOW,51.0,7,,,,
,20161203,,,H,,,,,,,,,CD000064706,TAVG,290.0,S,,,,
,20161203,,,,,,700.0,,,,,,USC00093754,TMAX,178.0,7,,,,
,20161203,,,,,,,,,,,,ASN00035271,PRCP,0.0,a,,,,
,20161203,,,,,,1800.0,,,,,,USC00445050,TOBS,33.0,7,,,,
,20161203,,,B,,,,,,,,,JA000047428,PRCP,0.0,S,,,,
,20161203,,,,,,,,,,,,ASN00010531,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,ASN00010034,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,US1KYJF0002,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,USC00342849,SX32,83.0,7,,,,
,20161203,,,H,,,,,,,,,USR0000OCHL,TMAX,50.0,U,,,,
,20161203,,,,,,,,,,,,US1NCCA0004,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,ASN00033129,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,ASN00023360,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,US1COLP0061,PRCP,10.0,N,,,,
,20161203,,,,,,830.0,,,,,,USC00205533,TMIN,-6.0,7,,,,
,20161203,,,,,,,,,,,,US1TNDV0112,PRCP,0.0,N,,,,
,20161203,,,,,,800.0,,,,,,USC00341162,SNWD,0.0,7,,,,
,20161203,,,,,,,,,,,,FIE00143596,TMAX,-27.0,E,,,,
,20161203,,,,,,700.0,,,,,,USC00264095,SNWD,25.0,7,,,,
,20161203,,,,,,2400.0,,,,,,USC00264439,TMAX,144.0,7,,,,
,20161203,,,,,,,,,,,,CA006151309,SNWD,0.0,C,,,,
,20161203,,,T,,,,,,,,,US1COEP0188,SNWD,0.0,N,,,,
,20161203,,,,,,,,,,,,USS0006J15S,WESD,762.0,T,,,,
,20161203,,,,,,800.0,,,,,,USC00098703,PRCP,0.0,7,,,,
,20161203,,,H,,,,,,,,,USR0000MCHI,TMIN,-22.0,U,,,,
,20161203,,,,,,,,,,,,US1MIOK0099,SNOW,0.0,N,,,,
,20161203,,,,,,,,,,,,US1NCWK0131,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,USR0000MFOR,TAVG,28.0,U,,,,
,20161203,,,,,,,,,,,,USS0045L01S,SNWD,356.0,T,,,,
,20161203,,,,,,,,,,,,ASN00081127,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,CA006012501,TMIN,-111.0,C,,,,
,20161203,,,,,,,,,,,,US1CATH0009,SNOW,0.0,N,,,,
,20161203,,,,,,800.0,,,,,,USC00241905,TMIN,-72.0,7,,,,
,20161203,,,,,,,,,,,,ASN00087168,TMAX,228.0,a,,,,
,20161203,,,,,,,,,,,,USC00204659,SNWD,0.0,7,,,,
,20161203,,,B,,,,,,,,,RSM00024738,PRCP,0.0,S,,,,
,20161203,,,,,,700.0,,,,,,USC00102392,TMAX,-11.0,7,,,,
,20161203,,,,,,,,,,,,US1SDMN0001,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,USC00466912,SNOW,0.0,7,,,,
,20161203,,,T,,,,,,,,,US1NDCS0042,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,USC00116738,SNOW,0.0,7,,,,
,20161203,,,,,,800.0,,,,,,USC00094862,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,US1UTDV0024,SNWD,109.0,N,,,,
,20161203,,,,,,700.0,,,,,,USC00140682,SNWD,0.0,7,,,,
,20161203,,,,,,,,,,,,USW00094830,SNOW,0.0,W,,,,
,20161203,,,,,,,,,,,,USC00267369,SNWD,0.0,7,,,,
,20161203,,,,,,700.0,,,,,,USC00415822,TMIN,67.0,7,,,,
,20161203,,,,,,800.0,,,,,,USC00425148,TMAX,-11.0,7,,,,
,20161203,,,H,,,,,,,,,USR0000CCRN,TMIN,39.0,U,,,,
,20161203,,,,,,,,,,,,SWE00138360,SNWD,0.0,E,,,,
,20161203,,,T,,,,,,,,,USC00055984,SNOW,0.0,7,,,,
,20161203,,,,,,,,,,,,ASN00075039,TMIN,172.0,a,,,,
,20161203,,,,,,,,,,,,US1WAKP0003,PRCP,25.0,N,,,,
,20161203,,,,,,700.0,,,,,,USC00170409,PRCP,5.0,7,,,,
,20161203,,,,,,,,,,,,USC00095061,SNOW,0.0,7,,,,
,20161203,,,,,,,,,,,,US1ORCS0007,PRCP,13.0,N,,,,
,20161203,,,,,,,,,,,,USC00255940,SNOW,0.0,7,,,,
,20161203,,,,,,,,,,,,USC00476200,SNOW,0.0,7,,,,
,20161203,,,,,,800.0,,,,,,USC00254455,TMAX,50.0,7,,,,
,20161203,,,B,,,,,,,,,IT000162240,PRCP,0.0,S,,,,
,20161203,,,T,,,,,,,,,US1WACH0010,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,US1OHWS0004,PRCP,3.0,N,,,,
,20161203,,,H,,,,,,,,,TOM00065387,TAVG,287.0,S,,,,
,20161203,,,,,,,,,,,,CA003012515,SNWD,0.0,C,,,,
,20161203,,,,,,700.0,,,,,,USC00203295,TMAX,44.0,7,,,,
,20161203,,,,,,,,,,,,US1COME0053,PRCP,15.0,N,,,,
,20161203,,,,,,,,,,,,GR000016754,PRCP,0.0,S,,,,
,20161203,,,,,,,,,,,,ASN00008065,PRCP,0.0,a,,,,
,20161203,,,,,,,,,,,,CA008403619,TMIN,3.0,C,,,,
,20161203,,,,,,700.0,,,,,,USC00232825,PRCP,0.0,7,,,,
,20161203,,,,,,800.0,,,,,,USC00250365,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,USR0000TCOK,TAVG,44.0,U,,,,
,20161203,,,,,,700.0,,,,,,USC00473756,TOBS,-11.0,7,,,,
,20161203,,,,,,,,,,,,CA001160515,WSFG,0.0,C,,,,
,20161203,,,,,,700.0,,,,,,USC00141179,TMAX,61.0,7,,,,
,20161203,,,,,,,,,,,,US1ORBN0069,PRCP,20.0,N,,,,
,20161203,,,,,,,,,,,,US1NMDA0209,PRCP,48.0,N,,,,
,20161203,,,,,,800.0,,,,,,USC00030458,TOBS,50.0,7,,,,
,20161203,,,,,,,,,,,,CA007047912,SNWD,160.0,C,,,,
,20161203,,,,,,700.0,,,,,,USC00120784,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,USS0005P09S,TMIN,-76.0,T,,,,
,20161203,,,,,,,,,,,,BOM00026774,TMIN,-138.0,S,,,,
,20161203,,,,,,,,,,,,AR000087344,TMIN,148.0,S,,,,
,20161203,,,,,,800.0,,,,,,USC00486195,PRCP,0.0,7,,,,
,20161203,,,,,,,,,,,,US1TXCLL060,PRCP,38.0,N,,,,
,20161203,,,,,,,,,,,,CA1NL000065,PRCP,46.0,N,,,,
,20161203,,,,,,,,,,,,US1MOGR0052,PRCP,0.0,N,,,,
,20161203,,,,,,,,,,,,USW00094173,TMAX,-71.0,W,,,,
,20161203,,,,,,800.0,,,,,,USC00481840,SNWD,0.0,7,,,,
,20161203,,,,,,,,,,,,US1TXVC0020,PRCP,142.0,N,,,,
,20161203,,,,,,,,,,,,USW00093205,WSF2,40.0,W,,,,
,20161203,,,,,,1600.0,,,,,,USC00132110,TMIN,-17.0,7,,,,
,20161203,,,,,,,,,,,,USW00053902,WT03,1.0,W,,,,
,20161203,,,,,,,,,,,,USS0018E05S,WESD,483.0,T,,,,
,20161203,,,,,,,,,,,,CA00701S001,WSFG,0.0,C,,,,
,20161203,,,,,,,,,,,,USS0009C01S,WESD,483.0,T,,,,
,20161203,,,H,,,,,,,,,USR0000OPO2,TMAX,-33.0,U,,,,
,20161203,,,,,,,,,,,,JA000047636,PRCP,0.0,S,,,,
