USC00210157,20161203,PRCP,0.0,,,7,1900.0,,,,,,,,,,,,,
USS0007E39S,20161203,TAVG,-38.0,,,T,,,,,,,,,,,,,,
USR0000WGOL,20161203,TMIN,-39.0,H,,U,,,,,,,,,,,,,,
NOE00109759,20161203,PRCP,0.0,,,E,,,,,,,,,,,,,,
USC00484760,20161203,PRCP,0.0,,,7,800.0,,,,,,,,,,,,,
US1MTGN0011,20161203,WESF,3.0,,,N,,,,,,,,,,,,,,
MUM00041252,20161203,TMAX,353.0,,,S,,,,,,,,,,,,,,
USC00367938,20161203,TMIN,6.0,,,7,800.0,,,,,,,,,,,,,
ASN00069003,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00040798,20161203,PRCP,0.0,,,7,800.0,,,,,,,,,,,,,
USC00056765,20161203,TOBS,-61.0,,,7,700.0,,,,,,,,,,,,,
CA00701LP0N,20161203,WDFG,32.0,,,C,,,,,,,,,,,,,,
CA1MB000057,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USC00137147,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USW00025516,20161203,AWND,73.0,,,W,,,,,,,,,,,,,,
USW00023051,20161203,PRCP,0.0,T,,W,2400.0,,,,,,,,,,,,,
USW00023244,20161203,PRCP,0.0,,,W,,,,,,,,,,,,,,
USS0012D11S,20161203,SNWD,178.0,,,T,,,,,,,,,,,,,,
BL000085114,20161203,TAVG,285.0,H,,S,,,,,,,,,,,,,,
USC00099141,20161203,TMIN,-11.0,,,7,700.0,,,,,,,,,,,,,
SAM00040373,20161203,TAVG,159.0,H,,S,,,,,,,,,,,,,,
USC00242629,20161203,TOBS,-17.0,,,7,800.0,,,,,,,,,,,,,
RSM00029553,20161203,TAVG,-223.0,H,,S,,,,,,,,,,,,,,
CA001077499,20161203,TMAX,37.0,,,C,,,,,,,,,,,,,,
USW00094790,20161203,WSF2,76.0,,,W,,,,,,,,,,,,,,
US1NMDA0289,20161203,PRCP,5.0,,,N,,,,,,,,,,,,,,
USC00465875,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
CA007040444,20161203,TAVG,-58.0,,,C,,,,,,,,,,,,,,
US1IACF0002,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
US1MNCG0016,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
RSM00037244,20161203,PRCP,0.0,B,,S,,,,,,,,,,,,,,
CA003033890,20161203,WDFG,26.0,,,C,,,,,,,,,,,,,,
USC00024534,20161203,TMAX,128.0,,,7,600.0,,,,,,,,,,,,,
US1COEP0158,20161203,PRCP,20.0,,,N,,,,,,,,,,,,,,
NLE00108998,20161203,SNWD,0.0,,,E,,,,,,,,,,,,,,
CA003030720,20161203,WDFG,27.0,,,C,,,,,,,,,,,,,,
FR000007510,20161203,TMIN,-14.0,,,S,,,,,,,,,,,,,,
USC00487760,20161203,SNWD,0.0,,,7,600.0,,,,,,,,,,,,,
ASN00096077,20161203,PRCP,24.0,,,a,,,,,,,,,,,,,,
US1TXLK0014,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00233043,20161203,TOBS,-17.0,,,7,700.0,,,,,,,,,,,,,
SV000001008,20161203,TAVG,-48.0,H,,S,,,,,,,,,,,,,,
USC00144114,20161203,TMAX,78.0,,,7,800.0,,,,,,,,,,,,,
RSM00020744,20161203,PRCP,0.0,B,,S,,,,,,,,,,,,,,
USC00368763,20161203,PRCP,0.0,,,7,800.0,,,,,,,,,,,,,
US1WIOC0001,20161203,SNWD,0.0,T,,N,,,,,,,,,,,,,,
CA003013959,20161203,TMIN,-64.0,,,C,,,,,,,,,,,,,,
US1NCCV0019,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
US1TXTV0125,20161203,PRCP,254.0,,,N,,,,,,,,,,,,,,
USC00221707,20161203,TMAX,167.0,,,7,700.0,,,,,,,,,,,,,
USW00024219,20161203,WSF5,183.0,,,W,,,,,,,,,,,,,,
US1WAYK0010,20161203,WESF,0.0,T,,N,,,,,,,,,,,,,,
BOM00026951,20161203,TMAX,-14.0,,,S,,,,,,,,,,,,,,
NLE00102011,20161203,TMAX,69.0,,,E,,,,,,,,,,,,,,
ASN00041208,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00056131,20161203,TOBS,-11.0,,,7,700.0,,,,,,,,,,,,,
US1OHHY0005,20161203,PRCP,0.0,T,,N,,,,,,,,,,,,,,
USC00234694,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
US1KYSC0020,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USW00025503,20161203,SNWD,80.0,,,W,,,,,,,,,,,,,,
USC00404590,20161203,TMIN,-39.0,,,7,700.0,,,,,,,,,,,,,
USW00026655,20161203,TMAX,-153.0,,,R,,,,,,,,,,,,,,
US1NCHW0035,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
CA1BC000010,20161203,PRCP,20.0,,,N,,,,,,,,,,,,,,
CA006132470,20161203,PRCP,0.0,,,C,,,,,,,,,,,,,,
USW00013993,20161203,WDF5,80.0,,,W,,,,,,,,,,,,,,
US1NMBR0197,20161203,PRCP,0.0,T,,N,,,,,,,,,,,,,,
USW00003960,20161203,WT01,1.0,,,W,,,,,,,,,,,,,,
US1MTLC0004,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00413420,20161203,PRCP,53.0,,,7,700.0,,,,,,,,,,,,,
US1CATM0005,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
ASN00061299,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00234544,20161203,TMIN,-50.0,,,7,700.0,,,,,,,,,,,,,
US1TXBRT081,20161203,PRCP,150.0,,,N,,,,,,,,,,,,,,
USW00003860,20161203,TMAX,56.0,,,W,2400.0,,,,,,,,,,,,,
US1NCHL0001,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
RSM00031655,20161203,TAVG,-53.0,H,,S,,,,,,,,,,,,,,
USW00014847,20161203,WT01,1.0,,,W,,,,,,,,,,,,,,
CA002100301,20161203,SNWD,210.0,,,C,,,,,,,,,,,,,,
US1OHMD0001,20161203,PRCP,0.0,T,,N,,,,,,,,,,,,,,
CA001021261,20161203,PRCP,8.0,,,C,,,,,,,,,,,,,,
USC00308962,20161203,TMIN,-6.0,,,7,700.0,,,,,,,,,,,,,
US1OHHD0017,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
BOM00026961,20161203,TMAX,-22.0,,,S,,,,,,,,,,,,,,
USC00487995,20161203,TMIN,-211.0,,,7,800.0,,,,,,,,,,,,,
USC00018673,20161203,PRCP,0.0,,,7,600.0,,,,,,,,,,,,,
NOE00110101,20161203,PRCP,0.0,,,E,,,,,,,,,,,,,,
USS0006M22S,20161203,WSFI,9.0,,,T,,,,,,,,,,,,,,
USC00059096,20161203,PRCP,13.0,,,7,800.0,,,,,,,,,,,,,
CA008402544,20161203,SNOW,0.0,,,C,,,,,,,,,,,,,,
USC00177336,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
NLE00109086,20161203,SNWD,0.0,,,E,,,,,,,,,,,,,,
CA004010879,20161203,TMAX,-12.0,,,C,,,,,,,,,,,,,,
NLE00108982,20161203,SNWD,0.0,,,E,,,,,,,,,,,,,,
ASN00051161,20161203,TMIN,224.0,,,a,,,,,,,,,,,,,,
ASN00015551,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
US1PABR0021,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USW00013889,20161203,TAVG,114.0,H,,S,,,,,,,,,,,,,,
NOE00133446,20161203,PRCP,75.0,,,E,,,,,,,,,,,,,,
USS0008G07S,20161203,TOBS,-80.0,,,T,,,,,,,,,,,,,,
USW00024193,20161203,TMIN,-61.0,,,7,,,,,,,,,,,,,,
US1UTWB0001,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
ASN00009240,20161203,TMIN,118.0,,,a,,,,,,,,,,,,,,
US1MOJF0021,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USS0006J05S,20161203,WESD,686.0,,,T,,,,,,,,,,,,,,
USW00003816,20161203,WDF5,100.0,,,W,,,,,,,,,,,,,,
USC00422578,20161203,TMAX,0.0,,,7,930.0,,,,,,,,,,,,,
USC00442044,20161203,TMAX,61.0,,,7,700.0,,,,,,,,,,,,,
CA1MB000050,20161203,SNOW,0.0,T,,N,,,,,,,,,,,,,,
RSM00029111,20161203,TMAX,-207.0,,,S,,,,,,,,,,,,,,
AGM00060475,20161203,TAVG,103.0,H,,S,,,,,,,,,,,,,,
US1GADK0002,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00511308,20161203,PRCP,5.0,,,H,,,,,,,,,,,,,,
CA003074190,20161203,TMIN,-67.0,,,C,,,,,,,,,,,,,,
USW00013989,20161203,WSF2,67.0,,,W,,,,,,,,,,,,,,
USC00237300,20161203,TOBS,-50.0,,,7,700.0,,,,,,,,,,,,,
RSM00029576,20161203,PRCP,0.0,B,,S,,,,,,,,,,,,,,
CA006100285,20161203,PRCP,0.0,,,C,,,,,,,,,,,,,,
US1ILWN0032,20161203,PRCP,3.0,,,N,,,,,,,,,,,,,,
USC00313356,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
USW00094971,20161203,WDF5,170.0,,,W,,,,,,,,,,,,,,
USC00205563,20161203,TOBS,17.0,,,7,900.0,,,,,,,,,,,,,
USC00026513,20161203,TMIN,11.0,,,7,1600.0,,,,,,,,,,,,,
US1TNST0010,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USC00026242,20161203,SNOW,0.0,T,,7,,,,,,,,,,,,,,
USC00483031,20161203,PRCP,0.0,,,7,1800.0,,,,,,,,,,,,,
US1NMDA0069,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
CA002202810,20161203,SNWD,170.0,,,C,,,,,,,,,,,,,,
IR000040745,20161203,TAVG,189.0,H,,S,,,,,,,,,,,,,,
USC00245153,20161203,TMIN,-72.0,,,7,700.0,,,,,,,,,,,,,
USC00361526,20161203,TMIN,-6.0,,,7,700.0,,,,,,,,,,,,,
USC00393560,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
US1TNCM0005,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USW00093005,20161203,WDF5,230.0,,,W,,,,,,,,,,,,,,
ASN00001024,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USR0000OCAI,20161203,TAVG,-9.0,,,U,,,,,,,,,,,,,,
USC00033164,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
ASN00014831,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
CA1SK000101,20161203,PRCP,0.0,T,,N,,,,,,,,,,,,,,
USW00022534,20161203,WDF2,160.0,,,W,,,,,,,,,,,,,,
USW00023155,20161203,WT01,1.0,,,W,,,,,,,,,,,,,,
USS0017K04S,20161203,TOBS,14.0,,,T,,,,,,,,,,,,,,
US1TXGA0007,20161203,PRCP,64.0,,,N,,,,,,,,,,,,,,
US1FLBY0011,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
ASN00008202,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
CA001021830,20161203,WDFG,0.0,,,C,,,,,,,,,,,,,,
US1NCWK0165,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00405358,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
USC00360656,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
US1CASC0045,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
RSM00030961,20161203,PRCP,0.0,B,,S,,,,,,,,,,,,,,
USC00060299,20161203,TMIN,-6.0,,,7,600.0,,,,,,,,,,,,,
USC00207280,20161203,PRCP,0.0,,,7,700.0,,,,,,,,,,,,,
USC00452563,20161203,TMAX,33.0,,,7,800.0,,,,,,,,,,,,,
USC00136273,20161203,PRCP,0.0,T,,7,700.0,,,,,,,,,,,,,
USR0000FSUM,20161203,TMAX,217.0,H,,U,,,,,,,,,,,,,,
USC00092266,20161203,TMAX,172.0,,,7,800.0,,,,,,,,,,,,,
ASN00013012,20161203,TMAX,415.0,,,a,,,,,,,,,,,,,,
CA008104901,20161203,TAVG,6.0,,,C,,,,,,,,,,,,,,
US1TXTV0096,20161203,PRCP,259.0,,,N,,,,,,,,,,,,,,
USC00058793,20161203,WDMV,93.0,,,7,,,,,,,,,,,,,,
USS0011R10S,20161203,WESD,381.0,,,T,,,,,,,,,,,,,,
US1CASC0015,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
US1WIPC0003,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
US1COSU0035,20161203,SNWD,76.0,,,N,,,,,,,,,,,,,,
ASN00082015,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
US1TXWD0004,20161203,PRCP,234.0,,,N,,,,,,,,,,,,,,
USC00419417,20161203,TOBS,94.0,,,7,800.0,,,,,,,,,,,,,
USC00243118,20161203,PRCP,0.0,,,7,700.0,,,,,,,,,,,,,
USC00046377,20161203,TMAX,200.0,,,7,1600.0,,,,,,,,,,,,,
US1MNRV0011,20161203,SNOW,0.0,T,,N,,,,,,,,,,,,,,
USW00013972,20161203,TMIN,83.0,,,W,2400.0,,,,,,,,,,,,,
US1COEP0356,20161203,PRCP,15.0,,,N,,,,,,,,,,,,,,
USW00013977,20161203,AWND,31.0,,,W,,,,,,,,,,,,,,
US1NCCR0009,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
US1MDAA0019,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
US1COKW0004,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USC00306820,20161203,TMIN,22.0,,,7,700.0,,,,,,,,,,,,,
CA002101204,20161203,PRCP,14.0,,,C,,,,,,,,,,,,,,
USC00400284,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
RSM00029524,20161203,TMIN,-337.0,,,S,,,,,,,,,,,,,,
USW00024235,20161203,WDF2,170.0,,,W,,,,,,,,,,,,,,
USC00034562,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
ASN00023133,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USW00094732,20161203,WDF2,320.0,,,W,,,,,,,,,,,,,,
USC00313238,20161203,TMAX,111.0,,,7,700.0,,,,,,,,,,,,,
USC00458773,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
USS0010k05s,20161203,TMIN,-147.0,,,T,,,,,,,,,,,,,,
USC00131126,20161203,PRCP,0.0,,,7,700.0,,,,,,,,,,,,,
USC00237514,20161203,TOBS,-33.0,,,7,700.0,,,,,,,,,,,,,
US1LACD0012,20161203,PRCP,932.0,,,N,,,,,,,,,,,,,,
USC00129430,20161203,TOBS,6.0,,,7,800.0,,,,,,,,,,,,,
USC00342948,20161203,TMAX,61.0,,,7,2400.0,,,,,,,,,,,,,
USC00245761,20161203,PRCP,0.0,,,7,800.0,,,,,,,,,,,,,
USW00026523,20161203,WDF5,30.0,,,W,,,,,,,,,,,,,,
USC00033428,20161203,TMIN,11.0,,,7,800.0,,,,,,,,,,,,,
USS0010J35S,20161203,TMAX,-56.0,,,T,,,,,,,,,,,,,,
USC00166676,20161203,TMAX,183.0,,,H,,,,,,,,,,,,,,
USC00164592,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USR0000MDEE,20161203,TMIN,-78.0,H,,U,,,,,,,,,,,,,,
USW00063850,20161203,TMIN,39.0,,,R,,,,,,,,,,,,,,
US1NMOT0015,20161203,PRCP,13.0,,,N,,,,,,,,,,,,,,
RSM00036307,20161203,PRCP,0.0,B,,S,,,,,,,,,,,,,,
USC00331404,20161203,TMIN,-39.0,,,7,800.0,,,,,,,,,,,,,
USS0006H13S,20161203,TOBS,-113.0,,,T,,,,,,,,,,,,,,
USW00094266,20161203,TMIN,50.0,,,W,,,,,,,,,,,,,,
USS0015K04S,20161203,SNWD,254.0,,,T,,,,,,,,,,,,,,
USW00003904,20161203,WDF2,40.0,,,W,,,,,,,,,,,,,,
USW00063895,20161203,TMIN,-1.0,,,R,,,,,,,,,,,,,,
USC00445300,20161203,PRCP,0.0,,,7,700.0,,,,,,,,,,,,,
US1ORLA0041,20161203,SNWD,0.0,,,N,,,,,,,,,,,,,,
USC00393945,20161203,TMAX,22.0,,,7,800.0,,,,,,,,,,,,,
RSM00028704,20161203,SNWD,89.0,,,S,,,,,,,,,,,,,,
USC00468522,20161203,SNWD,0.0,,,7,800.0,,,,,,,,,,,,,
MOM00060135,20161203,TMAX,220.0,,,S,,,,,,,,,,,,,,
US1ILSG0011,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
US1MTSN0001,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
CA006147188,20161203,TMIN,10.0,,,C,,,,,,,,,,,,,,
USW00093808,20161203,SNOW,0.0,,,W,,,,,,,,,,,,,,
USC00059213,20161203,TMIN,-133.0,,,7,,,,,,,,,,,,,,
USC00032366,20161203,SNWD,0.0,,,7,600.0,,,,,,,,,,,,,
USC00395090,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
ASN00074259,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
US1SCBK0040,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
US1FLLN0031,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00352493,20161203,PRCP,0.0,,,7,800.0,,,,,,,,,,,,,
US1AZPM0141,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
US1NJUN0017,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00013511,20161203,TOBS,100.0,,,7,800.0,,,,,,,,,,,,,
ASN00094198,20161203,PRCP,2.0,,,a,,,,,,,,,,,,,,
USC00165926,20161203,TOBS,150.0,,,7,800.0,,,,,,,,,,,,,
GME00102396,20161203,TAVG,-13.0,H,,S,,,,,,,,,,,,,,
USW00093193,20161203,SNWD,0.0,,,W,,,,,,,,,,,,,,
US1TXTV0165,20161203,PRCP,246.0,,,N,,,,,,,,,,,,,,
USC00157049,20161203,TMAX,122.0,,,7,700.0,,,,,,,,,,,,,
USW00023129,20161203,PRCP,0.0,,,W,2400.0,,,,,,,,,,,,,
US1GATY0001,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
CA008403097,20161203,WSFG,0.0,,,C,,,,,,,,,,,,,,
USC00245340,20161203,TOBS,-39.0,,,7,700.0,,,,,,,,,,,,,
USC00418446,20161203,TMIN,67.0,,,7,800.0,,,,,,,,,,,,,
NOE00110357,20161203,SNWD,210.0,,,E,,,,,,,,,,,,,,
IT000160220,20161203,PRCP,0.0,B,,S,,,,,,,,,,,,,,
USC00413225,20161203,PRCP,66.0,,,7,700.0,,,,,,,,,,,,,
USC00255940,20161203,SNWD,0.0,,,7,700.0,,,,,,,,,,,,,
ASN00022017,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USW00094017,20161203,TMAX,56.0,,,W,,,,,,,,,,,,,,
USC00463798,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
US1MSNS0002,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USW00003063,20161203,TMIN,-114.0,,,R,,,,,,,,,,,,,,
USC00140926,20161203,SNWD,0.0,,,7,700.0,,,,,,,,,,,,,
NLE00101989,20161203,PRCP,0.0,,,E,,,,,,,,,,,,,,
USC00250865,20161203,TMAX,67.0,,,7,700.0,,,,,,,,,,,,,
US1SCDR0020,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
US1WAFY0008,20161203,WESF,20.0,,,N,,,,,,,,,,,,,,
US1COAD0162,20161203,SNWD,0.0,T,,N,,,,,,,,,,,,,,
USR0000CFIG,20161203,TAVG,116.0,,,U,,,,,,,,,,,,,,
USW00004843,20161203,PGTM,43.0,,,W,,,,,,,,,,,,,,
USC00308631,20161203,TMAX,22.0,,,7,700.0,,,,,,,,,,,,,
USW00053912,20161203,WSF2,94.0,,,W,,,,,,,,,,,,,,
USC00448129,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USC00485355,20161203,SNWD,152.0,,,7,800.0,,,,,,,,,,,,,
USC00360147,20161203,TMIN,22.0,,,H,,,,,,,,,,,,,,
CA006147188,20161203,SNOW,0.0,T,,C,,,,,,,,,,,,,,
US1TXHMP001,20161203,PRCP,127.0,,,N,,,,,,,,,,,,,,
SPE00120143,20161203,TMIN,141.0,,,E,,,,,,,,,,,,,,
USC00456534,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
US1HIKI0009,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
USC00053629,20161203,TMAX,-28.0,,,7,730.0,,,,,,,,,,,,,
SF000068858,20161203,PRCP,71.0,,,S,,,,,,,,,,,,,,
CF000004453,20161203,PRCP,41.0,,,S,,,,,,,,,,,,,,
US1NMBR0183,20161203,WESF,8.0,,,N,,,,,,,,,,,,,,
US1NYOR0015,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
ASN00017028,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USW00054793,20161203,WDF2,310.0,,,W,,,,,,,,,,,,,,
CA006016295,20161203,PRCP,0.0,,,C,,,,,,,,,,,,,,
US1SCHR0063,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
US1WAIS0035,20161203,PRCP,23.0,,,N,,,,,,,,,,,,,,
USC00297008,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
CA008403690,20161203,TMAX,15.0,,,C,,,,,,,,,,,,,,
USC00091732,20161203,PRCP,178.0,,,7,800.0,,,,,,,,,,,,,
USC00020672,20161203,TMIN,-39.0,,,7,900.0,,,,,,,,,,,,,
USC00049888,20161203,SNWD,0.0,,,7,800.0,,,,,,,,,,,,,
USR0000OROC,20161203,TMAX,67.0,H,,U,,,,,,,,,,,,,,
US1KSSG0116,20161203,WESF,0.0,,,N,,,,,,,,,,,,,,
CA004046884,20161203,TMIN,-88.0,,,C,,,,,,,,,,,,,,
USC00251149,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
CHM00054497,20161203,TMIN,-31.0,,,S,,,,,,,,,,,,,,
ASN00092051,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00439988,20161203,PRCP,56.0,,,7,700.0,,,,,,,,,,,,,
USC00474383,20161203,PRCP,3.0,,,7,830.0,,,,,,,,,,,,,
USC00113290,20161203,TOBS,0.0,,,7,600.0,,,,,,,,,,,,,
USS0020H01S,20161203,TMIN,-18.0,,,T,,,,,,,,,,,,,,
USC00419649,20161203,TMAX,289.0,,,7,2400.0,,,,,,,,,,,,,
ASN00049008,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
RSM00027612,20161203,TAVG,-41.0,H,,S,,,,,,,,,,,,,,
ASN00036127,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00485345,20161203,PRCP,3.0,,,7,800.0,,,,,,,,,,,,,
USC00325186,20161203,TMIN,-39.0,,,7,700.0,,,,,,,,,,,,,
USC00291445,20161203,TOBS,6.0,,,7,700.0,,,,,,,,,,,,,
USS0014F11S,20161203,PRCP,0.0,,,T,,,,,,,,,,,,,,
ASN00060022,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USR0000MSTI,20161203,TMIN,-56.0,H,,U,,,,,,,,,,,,,,
USS0051K05S,20161203,WESD,660.0,,,T,,,,,,,,,,,,,,
USC00190736,20161203,TMAX,89.0,,,7,700.0,,,,,,,,,,,,,
USC00273626,20161203,SNWD,0.0,,,7,700.0,,,,,,,,,,,,,
USC00020586,20161203,SNWD,0.0,,,7,630.0,,,,,,,,,,,,,
USC00178792,20161203,AWND,9.0,,,7,,,,,,,,,,,,,,
ASN00009647,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00218450,20161203,SN51,28.0,,,7,800.0,,,,,,,,,,,,,
US1AZPM0208,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USC00517664,20161203,PRCP,254.0,,,7,2400.0,,,,,,,,,,,,,
USC00250865,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USS0007M16S,20161203,TOBS,-164.0,,,T,,,,,,,,,,,,,,
USC00045941,20161203,PRCP,0.0,,,7,1600.0,,,,,,,,,,,,,
USC00481175,20161203,TMIN,-28.0,,,7,900.0,,,,,,,,,,,,,
USC00227815,20161203,TMAX,161.0,,,7,800.0,,,,,,,,,,,,,
USC00300785,20161203,TOBS,-22.0,,,7,700.0,,,,,,,,,,,,,
CA006106367,20161203,SNWD,0.0,T,,C,,,,,,,,,,,,,,
USC00404033,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USS0006K12S,20161203,WSFI,19.0,,,T,,,,,,,,,,,,,,
JA000047575,20161203,PRCP,15.0,,,S,,,,,,,,,,,,,,
USC00333393,20161203,PRCP,3.0,,,7,700.0,,,,,,,,,,,,,
USC00241552,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
US1TNUN0003,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
ASN00050045,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USR0000GWAY,20161203,TMIN,78.0,H,,U,,,,,,,,,,,,,,
ASN00056018,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
CA1MB000023,20161203,PRCP,0.0,T,,N,,,,,,,,,,,,,,
COM00080094,20161203,TMIN,178.0,,,S,,,,,,,,,,,,,,
USR0000NRER,20161203,TMAX,128.0,H,,U,,,,,,,,,,,,,,
USW00023049,20161203,WDF2,360.0,,,W,,,,,,,,,,,,,,
USC00122825,20161203,TMIN,11.0,,,7,800.0,,,,,,,,,,,,,
USC00405358,20161203,TMIN,-17.0,,,7,700.0,,,,,,,,,,,,,
USC00204808,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USC00136527,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USC00110146,20161203,PRCP,0.0,,,7,800.0,,,,,,,,,,,,,
ASN00040186,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
ASN00040906,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00314996,20161203,SNWD,0.0,,,7,1800.0,,,,,,,,,,,,,
NOE00111372,20161203,TMAX,-66.0,,,E,,,,,,,,,,,,,,
ASN00039341,20161203,PRCP,0.0,,,a,,,,,,,,,,,,,,
USC00452157,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
USC00194313,20161203,TMIN,-17.0,,,7,600.0,,,,,,,,,,,,,
USW00013981,20161203,WSF5,76.0,,,W,,,,,,,,,,,,,,
USC00124782,20161203,SNWD,0.0,,,7,700.0,,,,,,,,,,,,,
USW00094276,20161203,PGTM,1014.0,,,W,,,,,,,,,,,,,,
AR000087828,20161203,TMIN,136.0,,,S,,,,,,,,,,,,,,
USW00053841,20161203,WSF5,63.0,,,W,,,,,,,,,,,,,,
USC00353604,20161203,SNWD,0.0,,,7,,,,,,,,,,,,,,
USC00090969,20161203,SNOW,0.0,,,7,,,,,,,,,,,,,,
CA004016322,20161203,TMAX,-5.0,,,C,,,,,,,,,,,,,,
US1GAGW0006,20161203,PRCP,0.0,,,N,,,,,,,,,,,,,,
USC00481676,20161203,TMAX,22.0,,,7,2400.0,,,,,,,,,,,,,
USC00082229,20161203,TOBS,83.0,,,7,700.0,,,,,,,,,,,,,
NG000001080,20161203,TAVG,271.0,H,,S,,,,,,,,,,,,,,
US10furn010,20161203,SNOW,0.0,,,N,,,,,,,,,,,,,,
IN005120000,20161203,TMAX,328.0,,,S,,,,,,,,,,,,,,
USW00014829,20161203,PRCP,0.0,,,W,2400.0,,,,,,,,,,,,,
USC00405882,20161203,PRCP,0.0,,,7,1800.0,,,,,,,,,,,,,
